origin_country,citizenship,year,count
United Kingdom,Venezuela,2014,1
United Kingdom,Venezuela,2015,1
United Kingdom,Venezuela,2018,1
United Kingdom,Venezuela,2019,1
United Kingdom,Venezuela,2022,1
United Kingdom,Venezuela,2023,1
United Kingdom,Vietnam,2008,1
United Kingdom,Vietnam,2009,2
United Kingdom,Vietnam,2010,2
United Kingdom,Vietnam,2013,2
United Kingdom,Vietnam,2014,3
United Kingdom,Vietnam,2015,2
United Kingdom,Vietnam,2016,1
United Kingdom,Vietnam,2021,1
United Kingdom,Vietnam,2022,2
United Kingdom,Vietnam,2023,1
United Kingdom,Vietnam,2025,2
United Kingdom,Yemen,2012,1
United Kingdom,Yugoslavia,2007,1
United Kingdom,Yugoslavia,2024,1
United Kingdom,"Yugoslavia, Federal Republic",2008,1
United Kingdom,"Yugoslavia, Federal Republic",2014,1
United Kingdom,Zambia,2009,2
United Kingdom,Zambia,2014,1
United Kingdom,Zambia,2015,1
United Kingdom,Zimbabwe,2007,2
United Kingdom,Zimbabwe,2014,2
United Kingdom,Zimbabwe,2015,1
United Kingdom,Zimbabwe,2016,2
United Kingdom,Zimbabwe,2017,1
United Kingdom,Zimbabwe,2018,3
United Kingdom,Zimbabwe,2019,1
United Kingdom,Zimbabwe,2023,2
United Kingdom,Zimbabwe,2024,1
