origin_country,citizenship,year,count
Argentina,Afghanistan,2018,1
Argentina,Afghanistan,2019,1
Argentina,Algeria,2012,1
Argentina,Antigua and Barbuda,2016,1
Argentina,Antigua and Barbuda,2017,2
Argentina,Antigua and Barbuda,2019,1
Argentina,Argentina,2007,49
Argentina,Argentina,2008,45
Argentina,Argentina,2009,35
Argentina,Argentina,2010,27
Argentina,Argentina,2011,47
Argentina,Argentina,2012,42
Argentina,Argentina,2013,86
Argentina,Argentina,2014,133
Argentina,Argentina,2015,268
Argentina,Argentina,2016,508
Argentina,Argentina,2017,493
Argentina,Argentina,2018,774
Argentina,Argentina,2019,1788
Argentina,Argentina,2020,1049
Argentina,Argentina,2021,179
Argentina,Argentina,2022,365
Argentina,Argentina,2023,419
Argentina,Argentina,2024,323
Argentina,Argentina,2025,256
Argentina,Armenia,2019,2
Argentina,Austria,2018,1
Argentina,Austria,2020,1
Argentina,Austria,2021,3
Argentina,Austria,2022,2
Argentina,Austria,2024,1
Argentina,Belgium,2012,1
Argentina,Belgium,2019,1
Argentina,Belgium,2021,1
Argentina,Belgium,2023,1
Argentina,Belgium,2024,1
Argentina,Bolivia,2012,1
Argentina,Bolivia,2022,1
Argentina,Brazil,2007,1
Argentina,Brazil,2008,1
Argentina,Brazil,2017,1
Argentina,Brazil,2018,1
Argentina,Brazil,2021,1
Argentina,Brazil,2022,1
Argentina,Brazil,2023,2
Argentina,Brazil,2025,1
Argentina,Canada,2007,1
Argentina,Chile,2017,1
Argentina,Chile,2018,1
Argentina,Chile,2019,2
Argentina,Chile,2021,1
Argentina,Chile,2024,1
Argentina,Colombia,2014,1
Argentina,Colombia,2017,1
Argentina,Colombia,2019,1
Argentina,Colombia,2021,1
Argentina,Colombia,2022,2
Argentina,Colombia,2025,1
Argentina,Croatia,2016,1
Argentina,Croatia,2018,1
Argentina,Croatia,2019,2
Argentina,Croatia,2020,1
Argentina,Croatia,2021,5
Argentina,Croatia,2022,6
Argentina,Croatia,2023,5
Argentina,Croatia,2024,3
Argentina,Croatia,2025,1
Argentina,Cuba,2021,2
Argentina,Czech Republic,2022,1
Argentina,Czech Republic,2024,1
Argentina,Czech Republic,2025,3
Argentina,Denmark,2007,54
Argentina,Denmark,2008,50
Argentina,Denmark,2009,41
Argentina,Denmark,2010,50
Argentina,Denmark,2011,57
Argentina,Denmark,2012,65
Argentina,Denmark,2013,58
Argentina,Denmark,2014,49
Argentina,Denmark,2015,47
Argentina,Denmark,2016,40
Argentina,Denmark,2017,31
Argentina,Denmark,2018,59
Argentina,Denmark,2019,41
Argentina,Denmark,2020,37
Argentina,Denmark,2021,27
Argentina,Denmark,2022,30
Argentina,Denmark,2023,18
Argentina,Denmark,2024,22
Argentina,Denmark,2025,26
Argentina,Finland,2016,1
Argentina,France,2008,1
Argentina,France,2011,1
Argentina,France,2015,5
Argentina,France,2018,3
Argentina,France,2019,10
Argentina,France,2020,6
Argentina,France,2021,10
Argentina,France,2022,3
Argentina,France,2023,2
Argentina,France,2024,8
Argentina,France,2025,1
Argentina,Germany,2011,2
Argentina,Germany,2012,1
Argentina,Germany,2014,1
Argentina,Germany,2015,1
Argentina,Germany,2016,2
Argentina,Germany,2017,1
Argentina,Germany,2018,1
Argentina,Germany,2019,5
Argentina,Germany,2020,3
Argentina,Germany,2021,8
Argentina,Germany,2022,16
Argentina,Germany,2023,7
Argentina,Germany,2024,8
Argentina,Germany,2025,8
Argentina,Greece,2017,1
Argentina,Greece,2025,2
Argentina,Haiti,2022,1
Argentina,Honduras,2014,1
Argentina,Hungary,2018,1
Argentina,Hungary,2020,1
Argentina,Hungary,2021,2
Argentina,Hungary,2022,1
Argentina,Hungary,2023,1
Argentina,India,2016,3
Argentina,Ireland,2021,1
Argentina,Ireland,2023,1
Argentina,Ireland,2025,1
Argentina,Israel,2016,1
Argentina,Israel,2024,4
Argentina,Italy,2007,3
Argentina,Italy,2008,5
Argentina,Italy,2009,8
Argentina,Italy,2010,5
Argentina,Italy,2011,5
Argentina,Italy,2012,8
Argentina,Italy,2013,10
Argentina,Italy,2014,7
Argentina,Italy,2015,13
Argentina,Italy,2016,25
Argentina,Italy,2017,35
Argentina,Italy,2018,65
Argentina,Italy,2019,215
Argentina,Italy,2020,197
Argentina,Italy,2021,469
Argentina,Italy,2022,596
Argentina,Italy,2023,354
Argentina,Italy,2024,365
Argentina,Italy,2025,289
Argentina,Latvia,2022,1
Argentina,Latvia,2023,1
Argentina,Lithuania,2019,1
Argentina,Lithuania,2020,2
Argentina,Lithuania,2021,1
Argentina,Lithuania,2022,2
Argentina,Lithuania,2023,3
Argentina,Lithuania,2024,2
Argentina,Luxembourg,2023,1
Argentina,Luxembourg,2024,1
Argentina,Luxembourg,2025,1
Argentina,Mexico,2017,1
Argentina,Mexico,2023,1
Argentina,Mexico,2024,1
Argentina,Netherlands,2009,1
Argentina,Netherlands,2011,1
Argentina,Netherlands,2019,2
Argentina,Netherlands,2023,1
Argentina,Netherlands,2024,1
Argentina,Netherlands,2025,1
Argentina,Norway,2014,1
Argentina,Norway,2016,1
Argentina,Norway,2018,1
Argentina,Norway,2019,1
Argentina,Norway,2024,1
Argentina,Not stated,2007,2
Argentina,Not stated,2008,3
Argentina,Not stated,2010,1
Argentina,Not stated,2011,2
Argentina,Not stated,2012,1
Argentina,Not stated,2013,5
Argentina,Not stated,2014,1
Argentina,Not stated,2015,8
Argentina,Not stated,2016,8
Argentina,Not stated,2017,5
Argentina,Not stated,2018,14
Argentina,Not stated,2019,5
Argentina,Not stated,2020,3
Argentina,Not stated,2021,1
Argentina,Not stated,2022,3
Argentina,Not stated,2023,4
Argentina,Not stated,2024,3
Argentina,Not stated,2025,2
Argentina,Paraguay,2021,1
Argentina,Paraguay,2022,2
Argentina,Paraguay,2023,1
Argentina,Peru,2010,1
Argentina,Peru,2018,1
Argentina,Peru,2022,3
Argentina,Peru,2025,1
Argentina,Philippines,2025,1
Argentina,Poland,2012,1
Argentina,Poland,2013,1
Argentina,Poland,2015,2
Argentina,Poland,2016,1
Argentina,Poland,2017,3
Argentina,Poland,2018,2
Argentina,Poland,2019,4
Argentina,Poland,2020,5
Argentina,Poland,2021,7
Argentina,Poland,2022,14
Argentina,Poland,2023,13
Argentina,Poland,2024,15
Argentina,Poland,2025,14
Argentina,Portugal,2019,1
Argentina,Portugal,2020,2
Argentina,Portugal,2021,4
Argentina,Portugal,2022,4
Argentina,Portugal,2023,3
Argentina,Portugal,2024,10
Argentina,Portugal,2025,3
Argentina,Romania,2012,1
Argentina,Romania,2022,1
Argentina,Russia,2012,1
Argentina,Russia,2018,1
Argentina,Russia,2023,1
Argentina,Russia,2025,3
Argentina,Slovenia,2018,1
Argentina,Slovenia,2019,1
Argentina,Slovenia,2021,1
Argentina,Slovenia,2022,1
Argentina,Slovenia,2024,2
Argentina,Slovenia,2025,1
Argentina,Spain,2007,1
Argentina,Spain,2008,4
Argentina,Spain,2009,2
Argentina,Spain,2011,1
Argentina,Spain,2012,1
Argentina,Spain,2013,3
Argentina,Spain,2014,3
Argentina,Spain,2015,3
Argentina,Spain,2016,13
Argentina,Spain,2017,16
Argentina,Spain,2018,19
Argentina,Spain,2019,48
Argentina,Spain,2020,30
Argentina,Spain,2021,88
Argentina,Spain,2022,111
Argentina,Spain,2023,77
Argentina,Spain,2024,78
Argentina,Spain,2025,56
Argentina,Sweden,2007,1
Argentina,Sweden,2015,1
Argentina,Sweden,2022,1
Argentina,Switzerland,2012,2
Argentina,Switzerland,2019,2
Argentina,Switzerland,2020,1
Argentina,Switzerland,2021,4
Argentina,Switzerland,2022,1
Argentina,Switzerland,2023,3
Argentina,Switzerland,2024,3
Argentina,USA,2014,1
Argentina,USA,2021,1
Argentina,USA,2023,1
Argentina,Ukraine,2022,1
Argentina,United Kingdom,2014,1
Argentina,United Kingdom,2015,1
Argentina,United Kingdom,2016,1
Argentina,United Kingdom,2018,2
Argentina,United Kingdom,2019,1
Argentina,United Kingdom,2022,1
Argentina,United Kingdom,2024,1
Argentina,Uruguay,2025,1
Argentina,Venezuela,2008,1
Argentina,Venezuela,2012,1
Argentina,Venezuela,2017,1
Argentina,Venezuela,2018,1
Argentina,Venezuela,2019,3
Argentina,Venezuela,2020,3
Argentina,Venezuela,2021,3
Argentina,Venezuela,2022,7
Argentina,Venezuela,2023,2
Argentina,Venezuela,2024,6
Argentina,Venezuela,2025,4
Nepal,Bangladesh,2014,1
Nepal,Bangladesh,2024,1
Nepal,Bhutan,2008,4
Nepal,Bhutan,2009,174
Nepal,Bhutan,2010,17
Nepal,Bhutan,2011,128
Nepal,Bhutan,2012,3
Nepal,Bhutan,2013,3
Nepal,Bhutan,2018,1
Nepal,China,2009,1
Nepal,China,2014,1
Nepal,China,2015,1
Nepal,Denmark,2007,25
Nepal,Denmark,2008,30
Nepal,Denmark,2009,19
Nepal,Denmark,2010,26
Nepal,Denmark,2011,28
Nepal,Denmark,2012,20
Nepal,Denmark,2013,22
Nepal,Denmark,2014,24
Nepal,Denmark,2015,19
Nepal,Denmark,2016,11
Nepal,Denmark,2017,14
Nepal,Denmark,2018,11
Nepal,Denmark,2019,22
Nepal,Denmark,2020,16
Nepal,Denmark,2022,4
Nepal,Denmark,2023,5
Nepal,Denmark,2024,10
Nepal,Denmark,2025,7
Nepal,Egypt,2010,1
Nepal,France,2017,2
Nepal,Germany,2019,1
Nepal,Germany,2020,1
Nepal,Iceland,2017,1
Nepal,India,2015,1
Nepal,India,2018,1
Nepal,India,2021,1
Nepal,India,2022,1
Nepal,India,2023,1
Nepal,India,2024,2
Nepal,India,2025,3
Nepal,Italy,2012,1
Nepal,Italy,2019,1
Nepal,Italy,2024,1
Nepal,Italy,2025,1
Nepal,Latvia,2013,1
Nepal,Latvia,2014,1
Nepal,Namibia,2016,1
Nepal,Nepal,2007,395
Nepal,Nepal,2008,597
Nepal,Nepal,2009,254
Nepal,Nepal,2010,209
Nepal,Nepal,2011,273
Nepal,Nepal,2012,346
Nepal,Nepal,2013,449
Nepal,Nepal,2014,572
Nepal,Nepal,2015,795
Nepal,Nepal,2016,1148
Nepal,Nepal,2017,849
Nepal,Nepal,2018,537
Nepal,Nepal,2019,378
Nepal,Nepal,2020,165
Nepal,Nepal,2021,491
Nepal,Nepal,2022,655
Nepal,Nepal,2023,1892
Nepal,Nepal,2024,3078
Nepal,Nepal,2025,2932
Nepal,Netherlands,2012,1
Nepal,Netherlands,2014,1
Nepal,Netherlands,2015,1
Nepal,Netherlands,2016,1
Nepal,Netherlands,2017,3
Nepal,Netherlands,2018,2
Nepal,Netherlands,2019,1
Nepal,Netherlands,2025,1
Nepal,New Zealand,2017,1
Nepal,New Zealand,2018,1
Nepal,Nicaragua,2017,1
Nepal,Niger,2017,1
Nepal,Norway,2007,1
Nepal,Norway,2008,1
Nepal,Norway,2012,1
Nepal,Not stated,2007,2
Nepal,Not stated,2008,5
Nepal,Not stated,2009,7
Nepal,Not stated,2010,7
Nepal,Not stated,2011,9
Nepal,Not stated,2012,7
Nepal,Not stated,2013,20
Nepal,Not stated,2014,7
Nepal,Not stated,2015,8
Nepal,Not stated,2016,16
Nepal,Not stated,2017,12
Nepal,Not stated,2022,2
Nepal,Not stated,2023,2
Nepal,Not stated,2024,12
Nepal,Not stated,2025,11
Nepal,Pakistan,2015,1
Nepal,Philippines,2009,1
Nepal,Philippines,2024,1
Nepal,Poland,2017,2
Nepal,Portugal,2014,1
Nepal,Portugal,2016,2
Nepal,Portugal,2019,6
Nepal,Portugal,2020,3
Nepal,Portugal,2021,7
Nepal,Portugal,2022,8
Nepal,Portugal,2023,18
Nepal,Portugal,2024,17
Nepal,Portugal,2025,14
Nepal,Spain,2023,1
Nepal,Sri Lanka,2024,1
Nepal,Stateless,2011,61
Nepal,Stateless,2012,77
Nepal,Stateless,2013,79
Nepal,Stateless,2014,17
Nepal,Stateless,2019,1
Nepal,Stateless,2024,2
Nepal,Stateless,2025,1
Nepal,Sweden,2015,1
Nepal,Sweden,2022,1
Nepal,Switzerland,2012,1
Nepal,USA,2013,1
Nepal,USA,2022,1
USA,Afghanistan,2007,1
USA,Afghanistan,2009,1
USA,Afghanistan,2010,1
USA,Afghanistan,2012,2
USA,Afghanistan,2014,1
USA,Afghanistan,2018,1
USA,Afghanistan,2021,1
USA,Afghanistan,2023,2
USA,Afghanistan,2025,2
USA,Albania,2008,1
USA,Albania,2011,1
USA,Albania,2012,1
USA,Albania,2013,1
USA,Albania,2021,1
USA,Albania,2022,1
USA,Albania,2023,1
USA,Albania,2025,1
USA,Angola,2015,1
USA,Angola,2019,1
USA,Antigua and Barbuda,2014,1
USA,Argentina,2009,3
USA,Argentina,2010,2
USA,Argentina,2011,3
USA,Argentina,2013,2
USA,Argentina,2015,1
USA,Argentina,2016,2
USA,Argentina,2017,2
USA,Argentina,2018,4
USA,Argentina,2019,4
USA,Argentina,2020,3
USA,Argentina,2022,4
USA,Argentina,2023,3
USA,Argentina,2024,2
USA,Argentina,2025,2
USA,Armenia,2007,1
USA,Armenia,2011,1
USA,Armenia,2014,4
USA,Armenia,2023,1
USA,Armenia,2025,1
USA,Australia,2007,2
USA,Australia,2008,2
USA,Australia,2009,3
USA,Australia,2010,1
USA,Australia,2011,6
USA,Australia,2012,8
USA,Australia,2013,2
USA,Australia,2014,16
USA,Australia,2015,6
USA,Australia,2016,8
USA,Australia,2017,5
USA,Australia,2018,8
USA,Australia,2019,4
USA,Australia,2020,9
USA,Australia,2021,5
USA,Australia,2022,1
USA,Australia,2023,9
USA,Australia,2024,4
USA,Australia,2025,5
USA,Austria,2007,2
USA,Austria,2008,1
USA,Austria,2009,2
USA,Austria,2010,1
USA,Austria,2011,4
USA,Austria,2012,2
USA,Austria,2013,2
USA,Austria,2014,3
USA,Austria,2015,3
USA,Austria,2017,2
USA,Austria,2018,1
USA,Austria,2019,5
USA,Austria,2020,1
USA,Austria,2021,3
USA,Austria,2022,3
USA,Austria,2023,5
USA,Austria,2024,5
USA,Austria,2025,15
USA,Azerbaijan,2010,1
USA,Azerbaijan,2014,1
USA,Bahamas,2013,1
USA,Bahamas,2020,2
USA,Bahrain,2022,1
USA,Bangladesh,2011,1
USA,Bangladesh,2012,4
USA,Bangladesh,2013,1
USA,Bangladesh,2014,2
USA,Bangladesh,2016,1
USA,Bangladesh,2018,1
USA,Bangladesh,2020,3
USA,Bangladesh,2021,1
USA,Bangladesh,2022,2
USA,Bangladesh,2023,1
USA,Bangladesh,2024,4
USA,Bangladesh,2025,4
USA,Belarus,2009,1
USA,Belgium,2008,3
USA,Belgium,2011,1
USA,Belgium,2012,4
USA,Belgium,2013,1
USA,Belgium,2014,1
USA,Belgium,2015,1
USA,Belgium,2016,9
USA,Belgium,2017,1
USA,Belgium,2018,6
USA,Belgium,2019,7
USA,Belgium,2020,9
USA,Belgium,2021,10
USA,Belgium,2022,2
USA,Belgium,2023,2
USA,Belgium,2024,2
USA,Belgium,2025,5
USA,Benin,2025,2
USA,Bhutan,2007,1
USA,Bhutan,2011,2
USA,Bhutan,2019,1
USA,Bolivia,2013,1
USA,Bolivia,2015,1
USA,Bosnia and Herzegovina,2007,1
USA,Bosnia and Herzegovina,2012,1
USA,Bosnia and Herzegovina,2015,2
USA,Bosnia and Herzegovina,2022,1
USA,Bosnia and Herzegovina,2024,1
USA,Botswana,2011,1
USA,Botswana,2014,1
USA,Botswana,2016,1
USA,Brazil,2007,4
USA,Brazil,2008,5
USA,Brazil,2009,1
USA,Brazil,2010,2
USA,Brazil,2011,4
USA,Brazil,2012,1
USA,Brazil,2013,4
USA,Brazil,2014,6
USA,Brazil,2015,9
USA,Brazil,2016,4
USA,Brazil,2017,5
USA,Brazil,2018,7
USA,Brazil,2019,10
USA,Brazil,2020,8
USA,Brazil,2021,7
USA,Brazil,2022,7
USA,Brazil,2023,6
USA,Brazil,2024,17
USA,Brazil,2025,10
USA,Bulgaria,2007,2
USA,Bulgaria,2008,1
USA,Bulgaria,2009,4
USA,Bulgaria,2010,3
USA,Bulgaria,2011,5
USA,Bulgaria,2012,3
USA,Bulgaria,2013,2
USA,Bulgaria,2014,4
USA,Bulgaria,2015,5
USA,Bulgaria,2016,2
USA,Bulgaria,2017,2
USA,Bulgaria,2018,5
USA,Bulgaria,2019,2
USA,Bulgaria,2020,6
USA,Bulgaria,2021,2
USA,Bulgaria,2022,5
USA,Bulgaria,2023,5
USA,Bulgaria,2024,7
USA,Bulgaria,2025,7
USA,Burundi,2010,1
USA,Cambodia,2008,1
USA,Cambodia,2021,1
USA,Cameroon,2009,1
USA,Cameroon,2011,1
USA,Cameroon,2012,1
USA,Cameroon,2015,1
USA,Cameroon,2016,1
USA,Cameroon,2018,1
USA,Cameroon,2020,1
USA,Cameroon,2025,2
USA,Canada,2007,10
USA,Canada,2008,22
USA,Canada,2009,10
USA,Canada,2010,12
USA,Canada,2011,11
USA,Canada,2012,19
USA,Canada,2013,15
USA,Canada,2014,18
USA,Canada,2015,18
USA,Canada,2016,9
USA,Canada,2017,24
USA,Canada,2018,17
USA,Canada,2019,16
USA,Canada,2020,16
USA,Canada,2021,21
USA,Canada,2022,11
USA,Canada,2023,16
USA,Canada,2024,15
USA,Canada,2025,21
USA,Chile,2008,1
USA,Chile,2012,1
USA,Chile,2013,2
USA,Chile,2014,2
USA,Chile,2015,1
USA,Chile,2016,2
USA,Chile,2017,3
USA,Chile,2018,1
USA,Chile,2019,2
USA,Chile,2022,1
USA,Chile,2023,1
USA,Chile,2024,2
USA,Chile,2025,2
USA,China,2007,7
USA,China,2008,17
USA,China,2009,12
USA,China,2010,19
USA,China,2011,19
USA,China,2012,39
USA,China,2013,23
USA,China,2014,37
USA,China,2015,37
USA,China,2016,38
USA,China,2017,48
USA,China,2018,75
USA,China,2019,53
USA,China,2020,37
USA,China,2021,28
USA,China,2022,54
USA,China,2023,50
USA,China,2024,47
USA,China,2025,56
USA,Colombia,2009,4
USA,Colombia,2010,3
USA,Colombia,2012,4
USA,Colombia,2013,3
USA,Colombia,2014,2
USA,Colombia,2015,2
USA,Colombia,2016,3
USA,Colombia,2017,5
USA,Colombia,2018,7
USA,Colombia,2019,7
USA,Colombia,2021,4
USA,Colombia,2022,4
USA,Colombia,2023,2
USA,Colombia,2024,4
USA,Colombia,2025,8
USA,"Congo, Democratic Republic",2015,1
USA,"Congo, Democratic Republic",2016,1
USA,"Congo, Democratic Republic",2022,1
USA,"Congo, Democratic Republic",2023,1
USA,"Congo, Democratic Republic",2025,1
USA,"Congo, Republic",2017,1
USA,Costa Rica,2011,1
USA,Costa Rica,2014,2
USA,Costa Rica,2021,1
USA,Costa Rica,2022,2
USA,Costa Rica,2023,1
USA,Costa Rica,2024,2
USA,Costa Rica,2025,1
USA,Croatia,2009,2
USA,Croatia,2010,3
USA,Croatia,2011,2
USA,Croatia,2012,1
USA,Croatia,2014,2
USA,Croatia,2015,1
USA,Croatia,2016,4
USA,Croatia,2017,2
USA,Croatia,2018,1
USA,Croatia,2019,1
USA,Croatia,2020,2
USA,Croatia,2021,2
USA,Croatia,2022,1
USA,Croatia,2023,2
USA,Croatia,2024,3
USA,Croatia,2025,3
USA,Cuba,2014,2
USA,Cuba,2016,1
USA,Cuba,2017,1
USA,Cuba,2019,1
USA,Cuba,2020,1
USA,Cuba,2021,1
USA,Cyprus,2009,1
USA,Cyprus,2017,1
USA,Cyprus,2018,1
USA,Cyprus,2022,5
USA,Cyprus,2024,2
USA,Czech Republic,2007,1
USA,Czech Republic,2009,1
USA,Czech Republic,2011,1
USA,Czech Republic,2012,1
USA,Czech Republic,2013,1
USA,Czech Republic,2014,1
USA,Czech Republic,2015,1
USA,Czech Republic,2017,1
USA,Czech Republic,2018,1
USA,Czech Republic,2019,2
USA,Czech Republic,2020,2
USA,Czech Republic,2022,1
USA,Czech Republic,2023,1
USA,Czech Republic,2024,3
USA,Czech Republic,2025,5
USA,Denmark,2007,1784
USA,Denmark,2008,1771
USA,Denmark,2009,1748
USA,Denmark,2010,1608
USA,Denmark,2011,1650
USA,Denmark,2012,1775
USA,Denmark,2013,1753
USA,Denmark,2014,1906
USA,Denmark,2015,2053
USA,Denmark,2016,2117
USA,Denmark,2017,2065
USA,Denmark,2018,2035
USA,Denmark,2019,1944
USA,Denmark,2020,2202
USA,Denmark,2021,1472
USA,Denmark,2022,1349
USA,Denmark,2023,1613
USA,Denmark,2024,1638
USA,Denmark,2025,1591
USA,Dominica,2010,1
USA,Dominica,2019,1
USA,Dominica,2023,1
USA,Dominica,2025,1
USA,Dominican Republic,2009,1
USA,Dominican Republic,2012,1
USA,Dominican Republic,2013,1
USA,Dominican Republic,2015,1
USA,Dominican Republic,2016,1
USA,Dominican Republic,2017,1
USA,Dominican Republic,2018,2
USA,Dominican Republic,2019,2
USA,Dominican Republic,2020,1
USA,Dominican Republic,2021,1
USA,Dominican Republic,2023,1
USA,Dominican Republic,2024,2
USA,Dominican Republic,2025,1
USA,Ecuador,2008,1
USA,Ecuador,2009,1
USA,Ecuador,2010,3
USA,Ecuador,2011,1
USA,Ecuador,2013,1
USA,Ecuador,2014,1
USA,Ecuador,2015,1
USA,Ecuador,2016,1
USA,Ecuador,2018,1
USA,Ecuador,2019,1
USA,Ecuador,2023,2
USA,Ecuador,2024,1
USA,Egypt,2008,1
USA,Egypt,2009,1
USA,Egypt,2010,1
USA,Egypt,2011,1
USA,Egypt,2012,1
USA,Egypt,2018,1
USA,Egypt,2019,1
USA,Egypt,2022,2
USA,Egypt,2024,1
USA,Egypt,2025,1
USA,El Salvador,2007,1
USA,El Salvador,2008,1
USA,El Salvador,2018,1
USA,El Salvador,2019,1
USA,El Salvador,2022,1
USA,El Salvador,2025,1
USA,Eritrea,2018,3
USA,Eritrea,2019,1
USA,Eritrea,2020,2
USA,Eritrea,2021,1
USA,Eritrea,2025,1
USA,Estonia,2008,1
USA,Estonia,2009,1
USA,Estonia,2010,1
USA,Estonia,2011,1
USA,Estonia,2012,1
USA,Estonia,2013,2
USA,Estonia,2015,2
USA,Estonia,2016,1
USA,Estonia,2017,1
USA,Estonia,2018,1
USA,Estonia,2020,1
USA,Estonia,2021,1
USA,Estonia,2022,1
USA,Estonia,2023,1
USA,Estonia,2024,1
USA,Eswantini,2017,1
USA,Eswantini,2025,1
USA,Ethiopia,2010,2
USA,Ethiopia,2014,2
USA,Ethiopia,2016,1
USA,Ethiopia,2017,2
USA,Ethiopia,2021,1
USA,Ethiopia,2022,1
USA,Ethiopia,2024,3
USA,Ethiopia,2025,2
USA,Finland,2007,6
USA,Finland,2008,7
USA,Finland,2010,3
USA,Finland,2011,2
USA,Finland,2012,4
USA,Finland,2013,3
USA,Finland,2014,5
USA,Finland,2015,1
USA,Finland,2016,3
USA,Finland,2017,5
USA,Finland,2018,8
USA,Finland,2019,2
USA,Finland,2020,5
USA,Finland,2021,4
USA,Finland,2022,2
USA,Finland,2023,7
USA,Finland,2024,3
USA,Finland,2025,6
USA,France,2007,9
USA,France,2008,12
USA,France,2009,7
USA,France,2010,12
USA,France,2011,6
USA,France,2012,11
USA,France,2013,19
USA,France,2014,5
USA,France,2015,13
USA,France,2016,27
USA,France,2017,25
USA,France,2018,28
USA,France,2019,25
USA,France,2020,24
USA,France,2021,29
USA,France,2022,15
USA,France,2023,47
USA,France,2024,40
USA,France,2025,36
USA,Gabon,2008,1
USA,"Gambia, The",2024,4
USA,Georgia,2010,1
USA,Georgia,2014,1
USA,Georgia,2017,1
USA,Georgia,2019,1
USA,Georgia,2023,1
USA,Georgia,2024,1
USA,Georgia,2025,1
USA,Germany,2007,12
USA,Germany,2008,16
USA,Germany,2009,22
USA,Germany,2010,23
USA,Germany,2011,19
USA,Germany,2012,18
USA,Germany,2013,21
USA,Germany,2014,34
USA,Germany,2015,27
USA,Germany,2016,35
USA,Germany,2017,24
USA,Germany,2018,39
USA,Germany,2019,46
USA,Germany,2020,34
USA,Germany,2021,53
USA,Germany,2022,37
USA,Germany,2023,42
USA,Germany,2024,55
USA,Germany,2025,89
USA,Ghana,2008,2
USA,Ghana,2009,3
USA,Ghana,2010,2
USA,Ghana,2011,1
USA,Ghana,2012,2
USA,Ghana,2013,2
USA,Ghana,2014,2
USA,Ghana,2015,2
USA,Ghana,2016,1
USA,Ghana,2017,2
USA,Ghana,2018,2
USA,Ghana,2019,1
USA,Ghana,2023,3
USA,Ghana,2024,1
USA,Ghana,2025,2
USA,Greece,2007,1
USA,Greece,2009,2
USA,Greece,2010,2
USA,Greece,2011,1
USA,Greece,2012,5
USA,Greece,2013,4
USA,Greece,2014,6
USA,Greece,2015,3
USA,Greece,2016,7
USA,Greece,2017,6
USA,Greece,2018,5
USA,Greece,2019,5
USA,Greece,2020,5
USA,Greece,2021,5
USA,Greece,2022,8
USA,Greece,2023,3
USA,Greece,2024,7
USA,Greece,2025,8
USA,Guatemala,2007,1
USA,Guatemala,2019,1
USA,Guatemala,2025,2
USA,Guinea,2012,1
USA,Guyana,2013,1
USA,Haiti,2010,1
USA,Haiti,2012,1
USA,Haiti,2013,1
USA,Haiti,2016,2
USA,Haiti,2018,1
USA,Haiti,2019,2
USA,Haiti,2020,1
USA,Haiti,2021,1
USA,Haiti,2022,1
USA,Honduras,2007,2
USA,Honduras,2010,1
USA,Honduras,2016,1
USA,Honduras,2019,1
USA,Honduras,2020,1
USA,Honduras,2022,1
USA,Honduras,2024,1
USA,Honduras,2025,1
USA,Hungary,2007,3
USA,Hungary,2010,4
USA,Hungary,2011,2
USA,Hungary,2012,2
USA,Hungary,2014,6
USA,Hungary,2015,6
USA,Hungary,2016,2
USA,Hungary,2017,9
USA,Hungary,2018,1
USA,Hungary,2019,1
USA,Hungary,2020,3
USA,Hungary,2021,6
USA,Hungary,2022,4
USA,Hungary,2023,5
USA,Hungary,2024,9
USA,Hungary,2025,12
USA,Iceland,2007,1
USA,Iceland,2009,3
USA,Iceland,2010,7
USA,Iceland,2011,3
USA,Iceland,2012,6
USA,Iceland,2013,6
USA,Iceland,2014,3
USA,Iceland,2015,12
USA,Iceland,2016,4
USA,Iceland,2017,6
USA,Iceland,2018,2
USA,Iceland,2019,12
USA,Iceland,2020,1
USA,Iceland,2021,5
USA,Iceland,2022,2
USA,Iceland,2023,1
USA,Iceland,2024,5
USA,Iceland,2025,10
USA,India,2007,14
USA,India,2008,21
USA,India,2009,14
USA,India,2010,9
USA,India,2011,12
USA,India,2012,11
USA,India,2013,10
USA,India,2014,18
USA,India,2015,24
USA,India,2016,20
USA,India,2017,36
USA,India,2018,27
USA,India,2019,35
USA,India,2020,24
USA,India,2021,27
USA,India,2022,12
USA,India,2023,24
USA,India,2024,28
USA,India,2025,52
USA,Indonesia,2009,1
USA,Indonesia,2010,1
USA,Indonesia,2011,1
USA,Indonesia,2012,1
USA,Indonesia,2013,2
USA,Indonesia,2014,1
USA,Indonesia,2016,2
USA,Indonesia,2018,2
USA,Indonesia,2019,1
USA,Indonesia,2020,1
USA,Indonesia,2021,1
USA,Indonesia,2022,2
USA,Indonesia,2023,5
USA,Indonesia,2024,1
USA,Indonesia,2025,2
USA,Iran,2009,1
USA,Iran,2010,1
USA,Iran,2012,1
USA,Iran,2013,1
USA,Iran,2014,3
USA,Iran,2015,5
USA,Iran,2016,3
USA,Iran,2017,3
USA,Iran,2018,1
USA,Iran,2019,3
USA,Iran,2020,1
USA,Iran,2021,1
USA,Iran,2022,5
USA,Iran,2023,2
USA,Iran,2025,6
USA,Iraq,2009,2
USA,Iraq,2011,2
USA,Iraq,2013,1
USA,Iraq,2014,1
USA,Iraq,2018,1
USA,Iraq,2020,3
USA,Ireland,2007,4
USA,Ireland,2008,3
USA,Ireland,2009,7
USA,Ireland,2010,6
USA,Ireland,2011,7
USA,Ireland,2012,11
USA,Ireland,2013,7
USA,Ireland,2014,3
